sample_index,review,true_label,predicted_label
500,"  I would like to express my gratitude for the superb service we received on our recent flight from Los Angeles to Mumbai via Singapore. We are two seasoned travellers, both very accustomed to long-haul routes. The A350 is a superb bird! It has to be said that the service provided in all four of the legs with Singapore Airlines was exceptional, from beginning to end (both on the ground and airborne); all staff where extremely professional, yet fun, friendly and accommodating to all passenger's needs. This cabin crew in particular who looked after us on the long, SQ37 flight from LAX to SIN on 14/03/2019, provided beyond exceptional service. They were actively and consistently attending passenger's requests, as well as checking that we were happy and well looked after, for what appeared to be the whole duration of the flight, or about 17+ hours. It was so satisfying and reassuring to see the dedication that this particular team had for their duties, as well as a clear love of the job. Great ambassadors for such well regarded airline such as SQ. We just simply couldn't had hoped for a more enjoyable journey. It is now clear to us that Singapore Airlines deserves to be the world's best airline. We are truly looking forward to our next Singapore Airlines journey, which we hope will take place in the near future - this new experience in air travel has opened a new and fascinating window in our holidays.",0,-1
509,"  Perth to Singapore. Dirty tray table, bad cabin crew, poor special meal. During the day flight the window shades on empty seats were up and cabin crew were not bothered to pull them down and a couple of passengers went to do it themselves in front of the cabin crew who just started blankly and didn't do anything about the remaining blinds that were up. On the way to Perth from Singapore I was given the dessert despite being on the special meal but on the return flight, the steward proceeded to pass it to me but then retracted his arm back when he saw I was on the special meal, and no explanation was given. It was not any vegetarian meal as well but why is there no consistency? Worst thing was there was no explanation and he just walked away.",0,-1
512,"  This was the first time my wife and I flew Singapore Airlines, what a wonderful experience! From check-in to deplaning everything went smoothly and on time. The cabin crew were superb. The service was attentive, food delicious, the cabin was attractive and very clean, including bathrooms. We flew United from Singapore to San Francisco, after our Singapore vacation, and the flight was no way near as good. Singapore Airlines will start flying direct from Seattle to Singapore non-stop in September 2019 and we definitely will use them when we visit Singapore again. P.S. We flew United on frequent flyer miles to India, and from Singapore to Seattle via San Francisco, Singapore Airlines is by far the best.",0,1
515,"  Flew Singapore Airlines from Singapore to London Heathrow. The cabin crew on this flight worked tirelessly to keep the passengers comfortable. They were smart, professional and extremely personable. I'd have liked it to have been warmer on board, still feeling cold even with a down jacket on. The plane now seems a bit tired with a couple of screens not working and a head rest which wouldn't stay up. I too would like to see considerably less plastic used.",0,-1
540,"  Travelled from Singapore to Auckland on the 10.25pm flight. Service aboard the flight was excellent. On arrival in Auckland passengers had to disembark by way of mobile stairs. I have to say, while being advised to mind our step as we stepped onto the swaying stairway, due to wind gusts, I noticed there was only one staff member that was there to help with passengers, which I felt was a small let down due to the fact it was a full flight. However, the staff that was helping passengers was absolutely amazing. ",0,-1
554,"  My experience was less convincing. The reservation line was always busy and it takes ages to get through. The seat is large and comfortable to sit, but to sleep it is not comfortable at all: too hard, too narrow footrest and you sleep in a diagonal position which is awkward. I could not sleep at all during the whole flight. And the food was really bad: very tough meat, overcooked and bad taste. Worst food I had in a long time. Staff is friendly but not efficient, sometimes it takes ages to get some water or bread etc. Overall really disappointing experience. A pity as they used to be good some years ago. In any case I will not chose them again. ",0,1
559,"  Singapore to Newark. Cabin crew attitude, IFE & food were amazing. The only problem that I had with them was my Mileage Plus, both the cabin crew on the outbound flight and the ground staff in Newark barely knew anything about it. I asked the outbound flight crew about my Mileage Plus, they told me to consult the ground crew who just said both airlines are members of Star Alliance. He wasn't even sure if Mileage Plus members flying on Singapore Airlines were able to access United lounges. However he did tell me that Mileage Plus users (me inclusive) had to upgrade to Gold before accessing a Kris Flyer lounge but that seemed to be the only thing he knew about Mileage Plus.",0,-1
579," Hong Kong to Singapore. Everything about this flight is top notch. The seat was super wide and comfortable. Service was so attentive that sometimes I felt like I was being watched. Food was delicious and beautifully plated. One minor complain: I booked airport transfer through Singapore Airlines, and the car came early, but then the airline's check-in counter at HKG was not open until less than 2 hours before departure, leaving me wandering around the check-in area for over an hour. Despite this, I still think Singapore Airlines deserves to be the best in the world.",0,1
593," 
It was an amazing flight with a very charming service, with four flight attendants for us 20 people in the business class. They were always present, very friendly, every time with a smile on their face and fulfilled all wishes immediately. Everything was fine, from the champagne after entering the aircraft, to the excellent dinner with a lovely red wine until the Singapore Sling, which was served shortly before landing. Any time I would like to use this service again.",0,1
605,"  Midnight flight departing Singapore to London on A380 in economy class, not the favourite way to start a trip. Boarding was efficient and uncomplicated, although the sheer size of the A380 makes for a busy boarding process. We found ourselves on one of SQ's newest A380-800 aircraft, decked out in the new economy class setting with updated seating and AVOD. This configuration has economy and premium economy on the lower deck, and the very premium seats on the upper deck. We were in the 2nd most front row of economy, near to the galley. Seats were relatively comfortable (by Economy standards), with a new styled headrest. The AVOD was presented with a large touch screen, and is now line with the likes of Emirates. Food choices were pretty good (mostly edible), and service was pleasant, if not enthusiastic. We departed and arrived on time, and it was as tolerable as long-haul economy can be, I believe.",0,1
616," Dhaka to Kuala Lumpur via Singapore. I flew Singapore Airlines with my spouse from Dhaka to Kuala Lumpur via Singapore. We had booked the tickets around 3 months ahead which allowed us to get them at unimaginably cheap price. So given the overall quality of service we received was great bang for buck. We loved the interior which had nice Christmas decorations. The legroom was sufficient for an economy seat. The food on the menu was better than what I have had on most flights. The cabin crew were extremely polite and helpful. Our takeoff was slightly delayed due to issues with airport and I was afraid we will miss the connecting flight from Singapore. However, we were allowed to board the flight at Singapore even though we were 5 minutes late and the last passengers in! So they were basically waiting for us. I was very satisfied with the experience and I would love to fly again.",0,1
658," As Bi-annual visitors to Thailand, by recommendation, we went with SQ for a change having heard great things about Changi airport. This time we took our adult daughter too - 'the shopper'. Unfortunately, all we saw of Changi was what we saw while running through the terminal, owing to our first connecting flight being delayed, then our second going tek and requiring us to change aircraft many hours later than our departure time. We were handed forms at the departure gate and an invitation to contact Singapore Airlines for future incentives. Infact, what we got in reply, months later, was in short: 'Safety first; we don't compensate for delays or connections - if missed' (all our flights were SQ). Tough luck. Therefore our experience of SQ is one we wouldn't recommend and as they state, they wash their hands of you if you miss a connection even in the event that connecting flights are both SQ. As a former employee of a British airline operating the very same aircraft I feel I have enough experience to say this is at best a poor outcome from SQ. On a positive note, they make it easy to decide who not to spend your time airborne with. Also, my wife is gluten free, although requested, she had to skip some meals because they didn't have the gf option for her.",0,1
662, Service and airline were excellent. I’ve flown with most international airlines and Singapore Airlines is easily the best. They looked after us during the entire flight. Easy check in process etc. Flew London to Singapore to Melbourne in economy class.,0,1
669," Johannesburg to Shanghai via Singapore. I always travel business class (though first time on SIA fleet) and conclude that Singapore Airlines is the best. The aircraft are up to date and so are the facilities. Neat, clean and comfortable. But, it is the staff that take the airline to the next level - courteous, friendly, helpful and efficient especially the cabin crew on flights SQ 479, JHB to Singapore, 10 Feb and SQ 478, Shanghai to Singapore, 28 Feb 2018.",0,1
671," Flew London Heathrow to Singapore. First time I have flown with Singapore Airlines and it was an eye opener. The staff are actually genuinely friendly and the service and products are excellent. Lots of legroom, great entertainment and really good food and drinks. During the flight they kept coming round with more drinks and more food offerings. Great flight and will fly with them again.",0,1
683," We flew the 1250 flight from Singapore to London Heathrow. Push back on time but queuing on the taxiway for take off for another 25 mins before take off. The economy cabin was probably 60% full so we had 3 seats between the two of us. A few lucky travellers had 3 seats each so could get some reasonably comfortable sleep. The plane was clean. The set back TVs in excellent condition. The cabin temperature was just right too. Cabin crew very attentive and regularly came through the cabin with juices or water. The two meals were tasty as were the mid flight snacks of meat rolls, crisps and chocolate. As ecomony goes this has got to be one of the best offerings for long haul. However I would say that when the seat in front is reclined it is very intrusive into your personal space and makes watching your own TV screen uncomfortable. The only answers then for you too to recline your seat. If only everyone would just keep their seats upright! The outbound trip 3 weeks earlier was equally as comfortable. 5 stars all round!",0,-1
685," Singapore-Jakarta-Singapore in January. It's been 10 years since I flew Singapore Airlines and boy they've gone downhill since. Cabin service on both legs was really indifferent, especially on my evening flight back from Jakarta. Flown on many other airlines before but none except SQ offered me just ""coffee and tea"" during the meal service. Had to wait for another cabin attendant to pass by before I could get anything other than a hot drink. To a more discerning traveller it suggests cost cutting which is not cool. Inflight entertainment was mixed. Flight to Jakarta had one of the newest systems on the A350 but back home I was surprised to discover how far SQ is behind. No touch screen for the A330s in economy! Ground service was also a mixed bag - good in Singapore but underwhelming in Jakarta where my flight was delayed for almost an hour. No announcement and no apology until we we were all aboard. Can't fault their catering, which to my surprise was very good. Also, SQ android app is probably one of the best I've used and had no problem checking in for my flight on a phone. But my final verdict is that while SQ is not awful it's not that great or special either. Needs to improve a lot to catch up with airlines such as EVA and Turkish which I think are among the best these days.",0,-1
702,"  Kuala Lumpur to Zürich via Singapore. This was our first trip with our baby girl (6 months old). Sadly, as we landed in Singapore from Kuala Lumpur for Transit to Zurich, our baby had high fever. After checking in the clinic at T3 of Changi Airport, it was clear we couldn't continue our route. Instead, our baby had to go to a Hospital in Singapore. Ground staff assistance was great, Both the employees of Changi Airport as well Singapore Airlines helped us in every aspect. They unloaded and stored our luggage, helped us with immigration and the transport to the hospital. Our baby was admitted in the Hospital. During those days, we had steady contact with SIA. They rebooked our flight 2 times (as the doctors couldn't say for sure when our baby will be discharged) with no extra charge and being very supportive. As i understood, our price saver tickets gave them no obligation to do this for free - but to our great relief they did. They really gave us help and support in this hard time for us, showing us that even in todays world there is place for compassion. That there are times when paragraphs and formal rules are less important than the care for people in need and worry. We like to thank all the involved people from SIA and Changi Airport - you helped us when we needed it the most. Once our baby was healthy again and could be discharged, SIA helped us with our luggage and checkin in, making sure it all goes smooth. We had our bassinet seat, the flight in the A380 was good as can be with a baby. Onboard staff was attentive and supportive, food was OK.",0,-1
706,"  Sydney to London via Singapore. First time I've flown with this airline since 1991, and I couldn't fault the flights at all. I'm reasonably tall (5'8"") with long legs, but I had plenty of seat room. Service was exemplary, and I liked the extra touches of menus and the little convenience bag, containing socks, toothpaste and toothbrush, and an eyeshade. Food was pretty good, and the entertainment choices excellent. Despite a tight connection in Singapore (50 minutes) I still had plenty of time to catch my connecting flight. I wouldn't hesitate to fly Singapore Airlines again.",0,-1
715," You can hardly beat the master and Singapore Airlines is one big master. First, the crew are professional, very kind and helpful. Secondly, the seating is very generous in terms of comfort and space. The business class on a Airbus 350 could compete with some first classes on other airlines or older airplanes. The entertainment on board is up to date and there is plenty of choice for those who can not sleep during long flights. Food is excellent, staff are nice. It's worth it.",0,-1
725,  Zürich to Bangkok via Singapore. As usual very polite cabin crew. I became sick during the flight. They did everything possible to make my flight as comfortable as possible. I was asking/ordering on internet for special meal. Therefore I was served right at the beginning of menu supply. Food was as always very tasty.,0,-1
751,"  Perth to Singapore. Friendly service, with good food and overall a great flight. Not a full flat bed in business class which is a shame but its only a 5 hour flight. No amenity kits. Lounge staff were excellent in Perth. Singapore lounges are now looking tired. Certainly one of the best flying out of Perth.",0,1
771,"  Denpasar to Singapore, my experience has been disappointing. The lack of pillow and blanket on board was a concern, even though it was just a short flight, and the fact that it was a day flight didn't mean that blankets were not necessary. The cabin temperature was freezing and when I asked the crew for a blanket, the reply I got was they have run out.  When the flight was approaching Singapore, we demanded for some disembarkation/embarkation cards, we only managed to get 2 for a total of 8 of us, because they have run out of these cards. In the end, we had to queue up before the immigration counter at Changi Airport to get the cards and to fill them in. The meal was very unsatisfying. Overall, the flight was just full of disappointment.",0,-1
778,"  London to Melbourne via Singapore. The premium economy is not really impressive. The seats are a bit bigger, but sometimes I feel like I'd rather have a window seat in economy and wedge myself into a comfort. It is handy if you want to do some work on your laptop during the flight, but not if you want to sleep. Singapore Airlines is a reasonable premium economy class option, but not as good as Qantas. The food is standard economy which I think should be expected. The extra money is paying for the seat. But I battled in it and didn't find the extra space that worthwhile.  The Wifi on SIA is an absolute joke. It was $10 for something like 50MB. I had to reload twice during the flight. Overall, I didn't think it was worth the price. If you are going to dig your hand into your pocket and spend money, go business. If not, grin and bear it in economy.",0,1
781,"  Flew Singapore Airlines from Delhi to Singapore. The flight from Delhi to Singapore went well. However, the crew on the Singapore to Adelaide sector were terrible, I had to witness a dirty toilet early in the morning before landing. Seats were pretty uncomfortable as well.
",0,-1
785,  Guangzhou to Singapore. Singapore Airles has lost its service quality. Its virtually impossible to use my hundred of thousands KrisFlyer points for upgrades. The required ticket type is nearly the cost of the business fare in the first place!! Points have been progressivly devlaued with unecessary expiry dates. SQ is locked in the past. The budget airliens are beating it on service standards. There was a time when SQ was my preferred carrier. Sadly its no longer the case. The outdated one way vs two way ticket cost differential means I use other airlines more and more frequently becuase I need the flexibility in rescheduling flights. SQ should look at Jetstar Asia if it wants to see what modern customer standards are like. (Believe me I never thought I would write in favour of Jetstar.),0,1
791,"  Denpasar to Bangkok via Singapore. Both flights were very comfortable featuring great cabin crew, very good meals and entertainment as well as completely on time. The standards I remember were well maintained. I will continue to fly Singapore when available.",0,1
794,"  Manila-Singapore-Manila Cabin is clean. Crew are kind and are visible throughout the flight. Ample seat space with generous reclining. Seat is built-in with adjustable lumbar support. Good selection of movies from Hollywood, Bollywood to Asian. Newspapers are available (e.g. Strait Times, Wall Street Journal, etc.). Food is great and is finished with Teh Tarik Ice Cream, SQ's 70th Anniversary gift to passengers. Toilet is clean and well-maintained. The flight is on-time. SQ (Silk) Singapore-KL-Singapore: This is just a short flight, approx. 45 min. Seats seems to be worn-out already but has generous space. The aircraft is clean. Entertainment is available through wi-fi but who needs one for a 45-minute flight. Newspapers are available (e.g. Strait Times, etc.) Friendly and generous crew. The flight is on-time.",0,1
838,"  Perth to Vientiane via Singapore. Beware the stopover with Singapore Airlines. My husband flew straight home from Laos but the rest of us - myself and our 3 teenagers - decided to stay in Singapore for 4 nights. I would have thought the national airline would be encouraging passengers to stay and spend money in their country. We were charged an extra $437.50 per person to do this. On emailing and phoning the airline on several occasions the explanation given was the flights were a different code. With further enquiry I was told that departure tax was part of the cost. This, when asked, amounted to about $30 each! So I won't be flying with Singapore Airlines again and suggest you check the cost of your tickets to see how much extra you will be paying to stayover",0,-1
854,"  
Singapore Airlines new route Singapore - Canberra - Wellington - Canberra - Singapore. Flights to and from Singapore are overnight flights departing 23.00 from Singapore and midnight from Canberra to Singapore. Old plane but has 34 inch pitch in economy, heaven compared to other airlines 31-32 inches. Seats are quite firm but a good 19 inches wide. In both directions the meal is only a snack with a drink after takeoff, served really quickly to be able to turn the lights off. Extra drinks only on request. This allows Wellington passengers to get some sleep as they have already had a 3 hour flight to Canberra and a 1 hour transit. Breakfast is generous served with coffee and tea refills. The other bonus for this flight for Canberra residents is not having to get to Sydney or Melbourne and not having to deal with Sydney airport. For many Canberra residents it is only a fifteen minute drive to Canberra airport, check in is fast as it is the only flight out. With internet check in it is a bag drop. You can leave home two hours before take off and be in the departure lounge with time for a drink before boarding.",0,1
856,"  Singapore to Houston via Manchester. Flight left Singapore on time and cabin crew provided hot towel followed by drink and light supper after take off.  FAs patrol the cabin with water, juice and snack runs every 15-30 minutes and very helpful when I requested additional drinks. They turned the lights back on and started the hot towel, drinks and Breakfast service before we arrived in Manchester. Flight deck communication was adequate; we know we were ahead of schedule and can expect that Manchester is foggy and cold when we arrived. Entertainment system was a slightly older one without touch screen but still contains more than enough movies, TV series and games to keep passengers entertained. The flight left Manchester behind schedule but arrived on time in Houston. Fresh set of crew got on board from Manchester going to Houston. There is one FA that we knew from our previous flight 2 weeks back between SIN-CGK; back then she mentioned she'll be in this flight and she was! She was one of the better crew members in our past flight and her bright and cheerful personality shines through in this flight as well. Even though other FAs in this flight to Houston were also polite, courteous and helpful as expected, but most of them were not as personable and does not exude a warm personality in giving their service. Most of the FA on this flight tends to give mechanical service and you can feel that they are here to perform as expected, but missing the part where they should be able to engage their customers in a more personal way. However they did a great job in providing their services throughout the flight, keeping us full with three meal services and drink-snacks in between, also keeping the restrooms clean and well-stocked. Flight deck communications are adequate; we were informed about possible turbulences along the way so we can prepare, the time we will be arriving in Houston and also the local weather informations.",0,-1
882,"  Flew Singapore Airlines from Melbourne to Singapore. Departure airport was quiet that day due to industry-wide strike. Anticipating delay and congestion, somehow I checked-in and cleared custom in a breeze, which was quite a surprise. Orderly boarding accompanied by cabin crews repeated welcomes, no one has rushed and despite the rear cabin being full, it remained quiet throughout the journey. I had prepaid extra for the Preferred Seat 48A on-board the new A350 with almost unlimited leg room - there's no seat in-front, thus moving in or out of the seat without disturbing fellow passengers alone was worth paying extra for. However, the seat does come with its own design flaws. Once the PTV is pulled up, it physically creates a wall in between 48A and 48B, not only reducing 48B's already limited personal space, it also made plugging in USB charger an additional hassle. Furthermore, reduced seat width and immovable armrest are just another two trade-offs if extra leg room is preferred. Nevertheless, the amount of seat recline did appear adequately generous. The flight took about 7 hours, there were two meals served - one dinner and another light meal. The size and taste of its meals have noticeably deteriorated over the years, e.g., the size of the tray has been reduced significantly, just to name one. I found the IFE content rich and diverse, especially the music library - I enjoy listening to music while watching the moving-maps. I didn't use the WiFi, thus unable to comment. The flight attendants patrolled the cabin two to three times between meals with professional manner and meticulous grooming. All in all, this flight demonstrated Singapore Airlines high standard of service.",0,-1
888,"  In September / October 2016 I flew with my wife around the world using in sequence Virgin Atlantic, Air NZ and Singapore Airlines. All in Premium Economy. The principal airline booked was Air NZ and their service in Premium Economy was excellent. Unfortunately our flights from Auckland to London via Singapore were very poor. The standard of Singapore Airlines Premium Economy was inferior to Air NZ and to a lesser extent Virgin Atlantic. Singapore Airlines Premium Economy is marginally superior to Economy class and vastly inferior to their Business Class. During the first hour of my flight from Singapore to London I made my concerns known to the senior cabin steward. He made a mental note but did nothing to show any reparation for the poor service except that he admonished his junior staff for serving wine in clear plastic beakers as opposed to the glass beakers provided alongside the plastic foil-topped water on the food tray. He explained that Singapore Airlines were relatively new to offering Premium Economy class. No welcoming drink, no menu in seating area, alcoholic beverages served in plastic cups, meals of appallingly poor standard, coffee disgustingly bitter, wines of a poor standard. Apparently champagne was available but it was not offered to passengers and I only became aware of it after a chance conversation with cabin staff while waiting to use the bathroom. Singapore Airlines offers very little in terms of Premium service in its Premium Economy cabin service. ",0,-1
891," Ho Chi Minh city to Melbourne via Singapore with Singapore Airlines. Wow there really is - I discovered - not a great deal of consistency with SQ apart from the service routine. HCMC to Singapore I had the best meal on a flight ever. Tender pork in gravy with thin sliced fried potato and onion. Was so good. The entertainment was appalling in that the screen was too dark to even see, even with lighting altered and the screen tilted, blinds down. Anyway we got there safely and being just a 2 hr flight it was fine. Leaving Singapore on SQ 227 at 9.20pm. Full flight. Going through security at the gate itself. Boarded in sections but no one abided by that and they were not enforced which makes for a shambles. Paid for exit row seats. Nowhere to store anything. My husband tried to find an overhead locker but the lady in the aisle two seats down refused to share. Her carry on was horizontal in it and she had another small bag. Got upset when my husband tried to put her bag vertical. Was ignored by FAs. Found somewhere finally, but if you do go for the exit row you will be last off as you can't get back to where your bag is. Nowhere for my handbag. I got it stuffed under my own seat via the front. There was a baby in the infant seats but was really good, very attentive parents, I was impressed. Singapore has got the meal service wrong here too. At 9.20pm you are faced with a proper dinner which a snack would suffice as most have had dinner by then. Breakfast was a roll, muffin and a little bit of fruit. After having such a great experience on the initial trip I felt let down. Still quite good but I felt I could have been with any other airline. I wish there was more consistency. I would still opt for them though at least outbound.",0,1
896,"  Singapore to Brisbane on Singapore Airlines on a group of around 40. As a leader of the group, I have requested through my travel agent an aisle seat at the back of my group members so that I can facilitate and coordinate my group easier. I checked in at Changi airport Terminal 3 as the first person in my group. When I told her that I had requested an aisle seat of the back of my group, she rejected with an unsmiling face and said there was no choice of seats for group travel. Throughout the whole check-in, she was smile-less. The check-in was unpleasant.  My co-leader checked-in in another counter as the last person in my group. The counter staff was a lady who was more willing to help to look for aisle seat for my co-leader. Onboard, the cabin crew was pleasant and diligent in giving out water/juices in between meals. Seat room was sufficient. Lots of movies available for watching. The meals were average. Apart from the disappointing ground service, I am pleased with the service onboard.",0,1
921,"  Bangkok to Singapore. My IFE unit screen was not working as the screen went fuzzy and shaky when turned on. The FA tried to restart my system but it did not fix it. As no other seat was available, I was struck with no movie entertainment except for the music for the whole flight. Crew on this flight of the Singapore Airlines standard. They did the usual greeting when boarding, pre-flight drink and hot towel. Hot Towel is something not many airlines offer. Bangkok is not one of the country where you can book the cook, but the foods were not too bad with a Thai dessert on the tray. The cabin is clean even though this is relatively old plane. That might explain why the guy 2 rows in front of me also has the same problem with the IFE unit. Overall, it is an average experience.

",0,-1
939,"  Singapore Airlines from Hong Kong to Surabaya via Singapore on an A380 and A330. A380 is really enjoyable plane, cabin is huge. Cabin staff very attentive, toilet was clean, amenities superb.  I was a little bit disapointed about the food, for moslem just only 1 choice - just chicken. My boy under 2 years got toys but not get food. The entertainment is like the A330, need upgrade for the movies.",0,-1
940,"  I had an unpleasant trip back to Singapore from Hong Kong. Firstly, the boarding time was 7.15pm. We ended up boarding at 7.30pm. Secondly, the cabin crew were not that friendly. Thirdly, the whole entertainment system was down about 3/4 of the time. Yes, they compensated us with a $75 gift voucher but the fact is this was my first time with Singapore Airlines and there were so many problems. Before take off, the TV that was supposed to show us the safety procedure was disrupted by a technical error. The food was not that tasty compared to Korean Air (who I was flying from Korea to Hong Kong). The ticket I bought was cheap but I believe service could be better.

",0,-1
957,"  Flew Dubai to Melbourne via Singapore. I found the flight very enjoyable and on par with previous flights with Singapore Airlines. Check in on both the going and return trip was smooth and pleasant. The theme was reflected across the rest of the flight meaning at no point was I left feeling stressed or perturbed. I especially enjoyed the return flight from SIN to DXB since they had used a newly refurbished 777-300ER which had all the new bells and whistles, incl. touch screen IFE and refreshed seats. While I did not use the in-flight Wi-fi, it was good to know it was available and operating.",0,-1
967,"  Flew economy on Singapore to Kuala Lumpur return this week. By chance, both flights used the new A350-900 fleet. For such short route, I guess it's partly to test the new planes. Not too bad an experience on the new planes. Smooth, steady and quiet in the air, a beautiful looking plane especially the signature long and curvy wings and rather cool batman-looking cockpit window. Leg space is larger than other economy class.  Noisy wheel box and luggage compartment mechanisms (on both flights so it's not a coincidence).  Insufficient aisle clearance as you pass through premium economy cabin so we had to literally hand carry our hand carry luggages at that stretch of the aisle. Noticed that cabin crew was struggling to find space to put hand carry bags into the overhead compartments.  Other than the beautiful outlook and smooth cruise in the air, the interior comfort falls short of expectations.",0,-1
993, Doha to Goa in Business Class on Boeing 787-8. This 3 hours flight was on time. Business Class seat configuration was the older product (no Qsuite) but very comfortable nevertheless. Flawless onboard service that we have come to expect from Qatar. Summary: it doesn't get better than Qatar Airways in Business Class.,0,1
1020,"  I find Qatar Airways to be my favorite airline at the moment. The whole experience from booking to traveling, to end destination is very professional and easy. I had to make changes to my return journey, so I called Qatar (after hours my time), my call was answered straight away, the lady said that she could make change for me (AUD $60) or alternatively I could do it myself online (AUD $11). I chose to change myself online, very easy. As for my flight this week, PER-DOH-LYS, it was great, even though it was in economy, the food was much better that other airlines flown recently. I'll definitely be choosing Qatar where ever possible in the future.",0,1
1024,"  I flew on November 2nd Doha to Washington. The flight attendant Erica, who served our aisle was amazing in experience, smiling, and courteously served all types of customers with patience during the whole 14 hours flight.",0,1
1038," Doha to London Heathrow, 10th October 2023. 777ER which is always a bit cramped now that most airlines have squeezed in 10 abreast - noticeably less spacious than the Qatar A380 which is also 10 abreast. Cabin was clean and well-maintained and took a while for the air conditioning to kick in after engine start up, but when it did, wow it was cold! I normally like a cool cabin, as its possible to get warm with a blanket etc., but impossible to cool down if the cabin is too warm, but this was a bit far on the cool side, even with a blanket - maybe it was just me though? IFE is exceptional on these updated/more modern cabins and aircraft was kept clean throughout, including the washrooms. Despite many airlines simplifying food provision since Covid, the food was great, particularly the dessert which as well as being tasty, had a white chocolate in the middle, complete with Qatar branding! Bang on time and unlike every recent experience at Heathrow (my record being a 2.5 hour wait), bags arrived promptly. Could fault anything on this trip aside from the usual gripe about the cramped 10 abreast 777 cabin; great service, clean aircraft, great food, on time departure and arrival.",0,1
1051,"  The flight from Bangkok to Doha was on the A380-800. The flight from Doha to Vienna was on an Airbus A320. Both flights were on time and the staff on both flights were very professional and friendly. The food options were above average, and there was a good choice of drink options. I did notice that the entertainment system seemed to have a lot less choice of content than when I last flew Qatar Airways, and the leg room felt a little tighter. Arriving to Doha around 11:00 pm meant a huge crowd waiting to get through security. Doha airport is OK. The flight back to Europe meant taking a bus to the plane and this was a bit of a pain. Both flights were completely full. At Bangkok, I asked at the check in counter whether it was a full flight and the guy behind the desk said that it was overbooked. I guess the remaining passengers got to fly on the next Qatar flight to Doha, which left just an hour and a half after my flight. T I will still fly Qatar Airways and I will still recommend them.",0,1
1055," The First Class lounge in Doha is amazing and then we went on a VIP bus to the plane which actually took longer than the flight. The front cabin on the plane which they called First it wouldn’t qualify for even a C class in Europe.  The take off and landing were immaculate, the pilot was amazing and food was ok. That is all I can say about a 55 minute flight.",0,-1
1083," I asked for a low salt menu, instead of actual food and desserts I got mostly small portions of vegetables (cucumber, tomato) and fruits. I don't think chocolate cakes or tiramisu have salt in them and excluding them from my menu was a turn off. Also the portions of my food were very little. ",0,-1
1093,"  Overall, the flight was pleasant. Flying with Qsuite from Jakarta to Doha was exceptional. The cabin crew was friendly, helping a lot, always checking with us if we need help. The Food taste is just amazing for my 2 meals. The Entertainment also updated and had a lot choice for a long trip. Just like mini apartment when flying in Qsuite. Unfortunately, from Doha to PHL, they changed that into regular Business Class in 2-2-2 Configurations. The services are still great for 13 hours flight.",0,1
1099,  We flew from Jakarta to Doha on business class but were denied lounge access because it was an upgrade. Whats the point of attracting customers if they have to sit in the airport or a restaurant.,0,1
1109,"  First time flying Qatar Airways and definitely the last time. Seats were great and staff was also great and that is the only positive thing about the flight. But the IFE system did not work on my flight. The Ground staff was bad in New York, but ok in Doha. Flight was delayed 30 mins because of technical issues without further information. ",0,1
1118," Every time the food was disgusting!! The desserts are basically yoghurt!! Seriously yogurts are desserts?? I flied from Boston to Qatar. Qatar to Dhaka and then return from Dhaka to Qatar, Qatar to Boston. Almost in every meal food was not tasty! Disgusting foods! Means Qatar does not have good food culture! The bread they provide is so hard, that even the dogs of USA will not eat! My kids couldn't eat anything from the flight. My son has autism so we signed for the DPNA code. When we checked in looked like the staffs do not even know what is that! I didn't find any special accommodation for DPNA code provided by the Qatar Airways. We had hard time making them let us take the stroller with us as we had 8 hrs transit time in Qatar! I traveled so many other airlines. Emirates is still the best. No where near them! I will give it 2 star!",0,-1
1123,"  Flight on time. Smooth cooperation with their partner Rwandair by whom I arrived with in Doha early morning coming from Kigali. Luggage transfer went smooth, arrived quickly in Hanoi. In Doha I had 12 hours layover; I was eventually denied a hotel stay but had lounge access to their decent Platinum lounge. Onboard, recognised as elite traveller and was well pampered by professional attendants. They secured me 3 seats in a row by applying seat-block for me as elite flier. The plane was not fully occupied as this is a new, additional flight on this route. IFE of high class and movies renewed frequently. Food onboard improving for QR: 3 offerings at dinner, of which I had two dishes of beef, which was excellent. Beers were of ridiculous poor quality, wines were fair, including a sparkling Spanish cava. The wineglasses are so small that they embarrass the passengers. They hold 5-8 cl only. The wineglasses on my previous flight, Rwandair, are 4 times larger. Amenity kit given though rather useless. A hot snack was offered before morning landing in Hanoi. Recommended, can't demand much more for economy class. But bring onboard your own slippers, and headset. Qatar Airways' tickets have become too expensive during Corona.",0,1
